EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Type of parameter,Description,Parameters / Conditions,Region / Regional Conditions,Value,Unit,Equation
130879,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.235,million m^3/mine/year,EQUATION 4.1.10
130880,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.234,million m^3/mine/year,EQUATION 4.1.10
130881,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.233,million m^3/mine/year,EQUATION 4.1.10
130882,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.232,million m^3/mine/year,EQUATION 4.1.10
130883,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.478,million m^3/mine/year,EQUATION 4.1.10
130884,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.469,million m^3/mine/year,EQUATION 4.1.10
130885,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.461,million m^3/mine/year,EQUATION 4.1.10
130886,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.453,million m^3/mine/year,EQUATION 4.1.10
130887,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.446,million m^3/mine/year,EQUATION 4.1.10
130888,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.439,million m^3/mine/year,EQUATION 4.1.10
130889,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.432,million m^3/mine/year,EQUATION 4.1.10
130890,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.425,million m^3/mine/year,EQUATION 4.1.10
130891,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.419,million m^3/mine/year,EQUATION 4.1.10
130892,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.413,million m^3/mine/year,EQUATION 4.1.10
130893,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.408,million m^3/mine/year,EQUATION 4.1.10
130894,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.402,million m^3/mine/year,EQUATION 4.1.10
130895,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.397,million m^3/mine/year,EQUATION 4.1.10
130896,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.392,million m^3/mine/year,EQUATION 4.1.10
130897,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.387,million m^3/mine/year,EQUATION 4.1.10
130898,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.382,million m^3/mine/year,EQUATION 4.1.10
130899,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.378,million m^3/mine/year,EQUATION 4.1.10
130900,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.373,million m^3/mine/year,EQUATION 4.1.10
130901,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.369,million m^3/mine/year,EQUATION 4.1.10
130902,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.365,million m^3/mine/year,EQUATION 4.1.10
130903,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.361,million m^3/mine/year,EQUATION 4.1.10
130904,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.357,million m^3/mine/year,EQUATION 4.1.10
130905,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.353,million m^3/mine/year,EQUATION 4.1.10
130906,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.35,million m^3/mine/year,EQUATION 4.1.10
130907,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.346,million m^3/mine/year,EQUATION 4.1.10
130908,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.343,million m^3/mine/year,EQUATION 4.1.10
130909,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.34,million m^3/mine/year,EQUATION 4.1.10
130910,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.336,million m^3/mine/year,EQUATION 4.1.10
130911,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.333,million m^3/mine/year,EQUATION 4.1.10
130912,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.33,million m^3/mine/year,EQUATION 4.1.10
130913,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.327,million m^3/mine/year,EQUATION 4.1.10
130914,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.324,million m^3/mine/year,EQUATION 4.1.10
130915,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.322,million m^3/mine/year,EQUATION 4.1.10
130916,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.319,million m^3/mine/year,EQUATION 4.1.10
130917,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.316,million m^3/mine/year,EQUATION 4.1.10
130918,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.314,million m^3/mine/year,EQUATION 4.1.10
130919,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.311,million m^3/mine/year,EQUATION 4.1.10
130920,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.308,million m^3/mine/year,EQUATION 4.1.10
130921,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.306,million m^3/mine/year,EQUATION 4.1.10
130922,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.304,million m^3/mine/year,EQUATION 4.1.10
130923,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.301,million m^3/mine/year,EQUATION 4.1.10
130924,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.299,million m^3/mine/year,EQUATION 4.1.10
130925,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.297,million m^3/mine/year,EQUATION 4.1.10
130926,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.295,million m^3/mine/year,EQUATION 4.1.10
130927,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.293,million m^3/mine/year,EQUATION 4.1.10
130928,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.29,million m^3/mine/year,EQUATION 4.1.10
130929,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.288,million m^3/mine/year,EQUATION 4.1.10
130930,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.286,million m^3/mine/year,EQUATION 4.1.10
130931,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.284,million m^3/mine/year,EQUATION 4.1.10
130932,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.283,million m^3/mine/year,EQUATION 4.1.10
130933,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.281,million m^3/mine/year,EQUATION 4.1.10
130934,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.279,million m^3/mine/year,EQUATION 4.1.10
130935,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.277,million m^3/mine/year,EQUATION 4.1.10
130936,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.275,million m^3/mine/year,EQUATION 4.1.10
130937,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.273,million m^3/mine/year,EQUATION 4.1.10
130938,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.272,million m^3/mine/year,EQUATION 4.1.10
130939,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.27,million m^3/mine/year,EQUATION 4.1.10
130940,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.268,million m^3/mine/year,EQUATION 4.1.10
130941,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.267,million m^3/mine/year,EQUATION 4.1.10
130942,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.265,million m^3/mine/year,EQUATION 4.1.10
130943,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.264,million m^3/mine/year,EQUATION 4.1.10
130944,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.561,million m^3/mine/year,EQUATION 4.1.10
130945,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.334,million m^3/mine/year,EQUATION 4.1.10
130946,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.183,million m^3/mine/year,EQUATION 4.1.10
130947,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.072,million m^3/mine/year,EQUATION 4.1.10
130948,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.988,million m^3/mine/year,EQUATION 4.1.10
130949,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.921,million m^3/mine/year,EQUATION 4.1.10
130950,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.865,million m^3/mine/year,EQUATION 4.1.10
130951,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.818,million m^3/mine/year,EQUATION 4.1.10
130952,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.778,million m^3/mine/year,EQUATION 4.1.10
130953,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.743,million m^3/mine/year,EQUATION 4.1.10
130954,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.713,million m^3/mine/year,EQUATION 4.1.10
130955,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.686,million m^3/mine/year,EQUATION 4.1.10
130956,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.661,million m^3/mine/year,EQUATION 4.1.10
130957,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.639,million m^3/mine/year,EQUATION 4.1.10
130958,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.62,million m^3/mine/year,EQUATION 4.1.10
130959,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.601,million m^3/mine/year,EQUATION 4.1.10
130960,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.585,million m^3/mine/year,EQUATION 4.1.10
130961,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.569,million m^3/mine/year,EQUATION 4.1.10
130962,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.555,million m^3/mine/year,EQUATION 4.1.10
130963,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.542,million m^3/mine/year,EQUATION 4.1.10
130964,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.529,million m^3/mine/year,EQUATION 4.1.10
130965,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.518,million m^3/mine/year,EQUATION 4.1.10
130966,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.507,million m^3/mine/year,EQUATION 4.1.10
130967,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.496,million m^3/mine/year,EQUATION 4.1.10
130968,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.487,million m^3/mine/year,EQUATION 4.1.10
130969,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.478,million m^3/mine/year,EQUATION 4.1.10
130970,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.469,million m^3/mine/year,EQUATION 4.1.10
130971,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.439,million m^3/mine/year,EQUATION 4.1.10
130972,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.432,million m^3/mine/year,EQUATION 4.1.10
130973,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.425,million m^3/mine/year,EQUATION 4.1.10
130974,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.419,million m^3/mine/year,EQUATION 4.1.10
130975,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.413,million m^3/mine/year,EQUATION 4.1.10
130976,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.408,million m^3/mine/year,EQUATION 4.1.10
130977,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.402,million m^3/mine/year,EQUATION 4.1.10
130978,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.397,million m^3/mine/year,EQUATION 4.1.10
130979,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.392,million m^3/mine/year,EQUATION 4.1.10
130980,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.387,million m^3/mine/year,EQUATION 4.1.10
130981,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.382,million m^3/mine/year,EQUATION 4.1.10
130982,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.378,million m^3/mine/year,EQUATION 4.1.10
130983,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.373,million m^3/mine/year,EQUATION 4.1.10
130984,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.369,million m^3/mine/year,EQUATION 4.1.10
130985,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.365,million m^3/mine/year,EQUATION 4.1.10
130986,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.361,million m^3/mine/year,EQUATION 4.1.10
130987,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.357,million m^3/mine/year,EQUATION 4.1.10
130988,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.353,million m^3/mine/year,EQUATION 4.1.10
130989,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.35,million m^3/mine/year,EQUATION 4.1.10
130990,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.346,million m^3/mine/year,EQUATION 4.1.10
130991,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.343,million m^3/mine/year,EQUATION 4.1.10
130992,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.34,million m^3/mine/year,EQUATION 4.1.10
130993,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.336,million m^3/mine/year,EQUATION 4.1.10
130994,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.333,million m^3/mine/year,EQUATION 4.1.10
130995,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.33,million m^3/mine/year,EQUATION 4.1.10
130996,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.327,million m^3/mine/year,EQUATION 4.1.10
130997,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.324,million m^3/mine/year,EQUATION 4.1.10
130998,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.322,million m^3/mine/year,EQUATION 4.1.10
130999,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.319,million m^3/mine/year,EQUATION 4.1.10
131000,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.316,million m^3/mine/year,EQUATION 4.1.10
131001,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.314,million m^3/mine/year,EQUATION 4.1.10
131002,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.311,million m^3/mine/year,EQUATION 4.1.10
131003,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.308,million m^3/mine/year,EQUATION 4.1.10
131004,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.306,million m^3/mine/year,EQUATION 4.1.10
